 Query1,32822
 Query2,20054
 Query3,47274
 Query4,52955
 Query5,35544
 Query6,13241
 Query7,42360
 Query8,37854
 Query9,45878
 Query10,41956
 Query11,14391
 Query12,24919
 Query13,11348
 Query14,17184
 Query15,23971
 Query16,24343
 Query17,39643
 Query18,42456
 Query19,45175
 Query20,35643
 Query21,170560
 Query22,11883
 Query1,33030
 Query2,24709
 Query3,56602
 Query4,54536
 Query5,27896
 Query6,12635
 Query7,41646
 Query8,36748
 Query9,48042
 Query10,45584
 Query11,11930
 Query12,25685
 Query13,13492
 Query14,16776
 Query15,22881
 Query16,17639
 Query17,34865
 Query18,36440
 Query19,45995
 Query20,31426
 Query21,177576
 Query22,18069
 Query1,33244
 Query2,17875
 Query3,40272
 Query4,53770
 Query5,40070
 Query6,12383
 Query7,40142
 Query8,39008
 Query9,52568
 Query10,45250
 Query11,11752
 Query12,24467
 Query13,11825
 Query14,15530
 Query15,22803
 Query16,27383
 Query17,40769
 Query18,53426
 Query19,46773
 Query20,47776
 Query21,175788
 Query22,12469
 Query1,35935
 Query2,22424
 Query3,42276
 Query4,55759
 Query5,31151
 Query6,13309
 Query7,51869
 Query8,35872
 Query9,40758
 Query10,39558
 Query11,12672
 Query12,26617
 Query13,12348
 Query14,17217
 Query15,23698
 Query16,18279
 Query17,33086
 Query18,51788
 Query19,42716
 Query20,33849
 Query21,171931
 Query22,11455
 Query1,32495
 Query2,19537
 Query3,49987
 Query4,53847
 Query5,29816
 Query6,12540
 Query7,36108
 Query8,45067
 Query9,47567
 Query10,43534
 Query11,11693
 Query12,24591
 Query13,18578
 Query14,17457
 Query15,23378
 Query16,18803
 Query17,40081
 Query18,45668
 Query19,43478
 Query20,40905
 Query21,171191
 Query22,16645
