 Query1,30889
 Query2,11870
 Query3,18857
 Query4,18630
 Query5,19197
 Query6,14133
 Query7,18916
 Query8,20766
 Query9,38468
 Query10,21165
 Query11,16819
 Query12,15317
 Query13,10514
 Query14,12885
 Query15,23342
 Query16,12889
 Query17,53188
 Query18,43362
 Query19,43275
 Query20,19537
 Query22,9066
 Query1,24739
 Query2,12305
 Query3,19625
 Query4,18290
 Query5,19071
 Query6,12069
 Query7,18846
 Query8,21057
 Query9,39238
 Query10,20218
 Query11,9275
 Query12,15335
 Query13,10092
 Query14,12195
 Query15,22335
 Query16,13989
 Query17,49261
 Query18,38275
 Query19,44398
 Query20,19665
 Query22,9169
 Query1,30730
 Query2,11746
 Query3,19288
 Query4,18730
 Query5,30258
 Query6,13719
 Query7,18759
 Query8,20156
 Query9,38904
 Query10,21400
 Query11,10771
 Query12,15479
 Query13,10355
 Query14,14885
 Query15,22788
 Query16,13444
 Query17,45649
 Query18,39819
 Query19,42945
 Query20,19765
 Query22,9269
 Query1,23604
 Query2,12276
 Query3,19011
 Query4,22515
 Query5,19496
 Query6,12114
 Query7,18832
 Query8,20318
 Query9,39268
 Query10,20755
 Query11,17308
 Query12,15673
 Query13,10431
 Query14,12612
 Query15,25738
 Query16,13195
 Query17,45823
 Query18,43982
 Query19,43097
 Query20,19793
 Query22,8943
 Query1,29303
 Query2,13812
 Query3,19866
 Query4,18677
 Query5,19863
 Query6,12822
 Query7,21625
 Query8,20630
 Query9,39884
 Query10,20669
 Query11,17065
 Query12,15058
 Query13,10679
 Query14,12939
 Query15,25440
 Query16,13450
 Query17,46238
 Query18,48336
 Query19,40956
 Query20,19564
 Query22,8910
