 Query1,27472
 Query2,24451
 Query3,19757
 Query4,14820
 Query5,17064
 Query6,8344
 Query7,20787
 Query8,18995
 Query9,22892
 Query10,17757
 Query11,15553
 Query12,15252
 Query13,14202
 Query14,29011
 Query15,17783
 Query16,20578
 Query17,19986
 Query18,20820
 Query19,23048
 Query20,18854
 Query22,18496
 Query1,19976
 Query2,19008
 Query3,15416
 Query4,14430
 Query5,17045
 Query6,6423
 Query7,18970
 Query8,18657
 Query9,23843
 Query10,16462
 Query11,13715
 Query12,13819
 Query13,12865
 Query14,18402
 Query15,14843
 Query16,18670
 Query17,20611
 Query18,19523
 Query19,21650
 Query20,16318
 Query22,17804
 Query1,20840
 Query2,18859
 Query3,15792
 Query4,14835
 Query5,16273
 Query6,6990
 Query7,20004
 Query8,19943
 Query9,22959
 Query10,14901
 Query11,13754
 Query12,14124
 Query13,13441
 Query14,21862
 Query15,16738
 Query16,20612
 Query17,21834
 Query18,20588
 Query19,20580
 Query20,16438
 Query22,17722
 Query1,18708
 Query2,19111
 Query3,16709
 Query4,15215
 Query5,18341
 Query6,5983
 Query7,19726
 Query8,19935
 Query9,23401
 Query10,15256
 Query11,13896
 Query12,16803
 Query13,13917
 Query14,18676
 Query15,14769
 Query16,17612
 Query17,18237
 Query18,20416
 Query19,19857
 Query20,16833
 Query22,19479
 Query1,21801
 Query2,17552
 Query3,15815
 Query4,16933
 Query5,16913
 Query6,6367
 Query7,19970
 Query8,20633
 Query9,23862
 Query10,18147
 Query11,13274
 Query12,16651
 Query13,15103
 Query14,16902
 Query15,16118
 Query16,18257
 Query17,21963
 Query18,20694
 Query19,20482
 Query20,16995
 Query22,20444
